stroke_sequence,character,encoding
211121112521251431355215,艷,luiiiliiil-oh9v2v
21112111252125143152,酆,luiiiliiil-ohzl
211121112521251431535215,艷,luiiiliiil-oh9v2v
211121112521251431552,酆,luiiiliiil-ohzl
211121114134,斐,3ll3iix
21112111413534,裴,3ll3ii/w
211121114544,悲,3ll3/v\\
21112111533533,翡,3ll3cc
21112111541541,翡,3ll3cc
2111254444113534,駥,vv-T-x\xO
2111254444113543,駥,vv-T-x\xO
2111254444121211212112,驊,vv-Th-lhii
2111254444121225125132411121,驩,vv-Thooa2f-
21112544441212511121534,驖,vv-T⿽-x\+oj-
21112544441212511121543,驖,vv-T⿽-x\+oj-
21112544441212513121534,驖,vv-T⿽-x\+oj-
21112544441212513121543,驖,vv-T⿽-x\+oj-
2111254444121525125121,驑,vv-T-cO/lco+
211125444412211154323334,驟,vv-Tr3l4a//\/
211125444412211154323434,驟,vv-Tr3l4a//\/
21112544441221122112,驊,vv-Th-lhii
2111254444122125125132411121,驩,vv-Thooa2f-
211125444412225125132411121,驩,vv-Thooa2f-
21112544441251234,駷,vv-Tmo
211125444412512512515,驅,vv-TcOooo
211125444412521111123425111,驦,vv-T-nl4me
211125444412524134123425111,驦,vv-T-nl4me
211125444412524444123425111,驦,vv-T-nl4me
21112544441315251,駵,vv-T-cO/lc
2111254444131525125121,驑,vv-T-cO/lco+
211125444413412512,騎,vv-Tq-lo
211125444413434343434,騻,vv-Tqxxxx
21112544441353334,駹,vv-Tk\///
21112544441354333,駹,vv-Tk\///
211125444414521111123425111,驦,vv-T-nl4me
211125444414524134123425111,驦,vv-T-nl4me
211125444414524444123425111,驦,vv-T-nl4me
21112544441513,馿,vv-T\c/
2111254444151325122,騙,vv-Tic/nh
21112544442111525121122134,驥,vv-T2l7o+h-8
2111254444211212112112,驊,vv-Th-lhii
2111254444211225125132411121,驩,vv-Thooa2f-
21112544442113525121122134,驥,vv-T2l7o+h-8
21112544442115325121122134,驥,vv-T2l7o+h-8
21112544442153152512125221,驢,vv-Tfr7o+nh
2111254444251112134,騠,vv-Tb-fa
211125444425111234,騍,vv-Tbm
2111254444251135345,騔,vv-Tb9Ova
21112544442512115,騁,vv-Tnt-v
211125444425121554234,騾,vv-To+⿽vdw
2111254444251225251,騧,vv-Tnvno
2111254444251341,駰,vv-ToOq
2111254444252125251,騧,vv-Tnvno
21112544442522112143112,驛,vv-Tnht8-+
211125444425251,駉,vv-Tno
211125444425525251,騧,vv-Tnvno
2111254444313425125251,驕,vv-T/qono
211125444431525,駞,vv-Tavvl
21112544443212154,駳,vv-Tz\/fv
211125444432121554,駳,vv-Tz\/fv
2111254444321554,駳,vv-Tz\/fv
21112544443215554,駳,vv-Tz\/fv
2111254444322,馴,vv-T/ll
211125444432533414544,驄,vv-T/oO/v\/v\\
211125444432535414544,驄,vv-T/oO/v\/v\\
21112544443351,馿,vv-T\c/
2111254444335125122,騙,vv-Tic/nh
211125444434112251,騇,vv-Ta-+o
21112544443412512513434,驗,vv-Ta-ooaa
2111254444341534,駣,vv-Ta88
2111254444345234354,騣,vv-Tux89\
2111254444345235354,騣,vv-Tux89\
2111254444352511,駨,vv-T9Ob
211125444441121,駐,vv-T\j-
21112544444125251125111,驙,vv-TiioOob-
2111254444413434,駮,vv-Tii8x
211125444441352211515,騼,vv-T\r477
211125444441352211535,騼,vv-T\r477
211125444441352211553,騼,vv-T\r477
211125444441352213535,騼,vv-T\r477
211125444441352215353,騼,vv-T\r477
211125444441431251112,騿,vv-Tiihb+
2111254444431234354152,驎,vv-T8m9i+v
211125444444535,駝,vv-T\n7
211125444444553,駝,vv-T\n7
21112544444513,馿,vv-T\c/
2111254444451325122,騙,vv-Tic/nh
211125444445443,駜,vv-T/v\\/
211125444451112321521512,驌,vv-Tc+kk-
21112544445111235521512,驌,vv-Tc+kk-
21112544445112321521512,驌,vv-Tc+kk-
2111254444511235521512,驌,vv-Tc+kk-
211125444451124134,騄,vv-T⿼c-l3
21112544445114554,駸,vv-Tc-n4
21112544445135251,駶,vv-Tc/vo
2111254444525,馳,vv-Tvvl
211125444453251,駋,vv-Tvio
211125444453353332511,騽,vv-Tcc/b
2111254444534332534,騛,vv-Tv2T
2111254444534335342,騛,vv-Tv2T
211125444454154132511,騽,vv-Tcc/b
21112544445431134,騃,vv-Tdaq
21112544445435,馻,vv-Tda
2111254444544251214,騷,vv-T\4\od
21112544445444251214,騷,vv-T\4\od
211125444454545434333,驂,vv-Tddda///
211125444455124134,騄,vv-T⿼c-l3
211152511,背,2l7g
2111525121122134,冀,2l7o+h-8
211153511,背,2l7g
211153541,背,2l7g
2111552,邶,2l7zl
21115552,邶,2l7zl
2112111125112132511,藷,h4oT/tb
21121111251121325114,藷,h4oT/tb
211211112513554,蔎,h4oT9x
211211121241252,鬧,lj-j-l\-ni
211211123412212511,藉,h2mh-b
2112111234251125214,藕,h2mbnd
211211123425112554,藕,h2mbnd
2112111253134,葜,hiiilviq
21121113431234,蓁,hiii/\/m
211211212511,菁,hj-g
211211212521,菁,hj-g
211211213511,菁,hj-g
21121123411234,蒜,h2w2w
21121134,芙,hiia
21121135342511134,薋,hii9ae8
21121154,芸,hiid
211212,艼,h-l
2112121,芏,ht
21121211154122134,蕻,hliii-dh-8
21121211154511112,蕼,hliii-dc-f
211212112112,華,h-lhii
2112121121121135,蕘,httt-a
2112121121124,葑,htt-\
211212113344,菝,hjxO4\
211212113544,菝,hjxO4\
211212115112134,蓵,hj-c-fa
2112121211254444,蔫,h-f2v-/\\\
211212121154444,蔫,h-f2v-/\\\
21121212122511134,蕡,h+he8
2112121222511134,蕡,h+he8
211212125132344454,薳,h\zto/w
21121212513234454,薳,h\zto/w
211212125132344554,薳,h\zto/w
211212125135344454,薳,h\zto/w
21121212513534454,薳,h\zto/w
211212125135344554,薳,h\zto/w
211212125145154121,薹,h+-on-dt
2112121252212511134,藚,h+-nhe8
2112121253512511134,藚,h+-nhe8
2112121254,茿,h--/v\
2112121315,荖,h/t7
21121213152511,蓍,h/t7b
211212132411121,蓷,hja2f-
211212132511,著,h/tb
2112121325114,著,h/tb
2112121335,荖,h/t7
21121213352511,蓍,h/t7b
211212134121354,蓺,ht8t/9\
2112121341213541154,藝,ht8t/9\iid
211212134121534,蓺,ht8t/9\
2112121341215341154,藝,ht8t/9\iid
211212134354,菱,ht89\
211212135121354,蓺,ht8t/9\
2112121351213541154,藝,ht8t/9\iid
211212135121534,蓺,ht8t/9\
2112121351215341154,藝,ht8t/9\iid
2112121353,荖,h/t7
21121213532511,蓍,h/t7b
211212135354,菱,ht89\
211212135515,菢,hj9Ovc
21121215425221,蓋,htdnh
211212211,苷,hh--
2112122111,茸,hr3l
211212211134,萁,hh-8--
2112122111345,葚,hh---v8
2112122111355,葚,hh---v8
211212211154,菆,hr3l4
211212212511121,蓳,hh-oj-
2112122151234,葉,hh-vm
211212251,苦,h+o
21121225125,茝,hcOlol
21121225125112512511,蘁,hj-oooo
2112122513511,葫,h+og
2112122513541,葫,h+og
211212341,苯,hm-
21121234121121,蓕,hmtt
2112123425111,葙,hme
21121234324111214444,藮,hma2f-/\\\
211212343312,菥,hmrr
21121234341,莁,h--aa
21121234341252511,薔,htaaoOo
211212343434,萊,hmaa
211212343454,菘,hm8d
2112123444454,蒁,h\zm\
211212344454,蒁,h\zm\
2112123444554,蒁,h\zm\
2112123544454,蒁,h\zm\
211212354454,蒁,h\zm\
2112123544554,蒁,h\zm\
21121245521,荸,h+nz-
211212511,苣,h--c
211212511124454,蓮,h\z-v+T
21121251112454,蓮,h\z-v+T
211212511124554,蓮,h\z-v+T
211212511214124,蓴,h-bl-\-\
2112125112144544,蕙,h-bl-\/v\\
211212511234,菄,hmb
21121251124,莆,h+\g
211212512,苛,h-lo
21121251211251211,薑,h-o+-o+-
211212512212511,蓸,h-bllb
211212512343534,蔌,hmo9a
2112125123435344454,藗,h\zmo9a
211212512343534454,藗,h\zmo9a
2112125123435344554,藗,h\zmo9a
21121251251122512511,蘁,hj-oooo
2112125125121,葍,h-oo+
211212512531125221,藍,hrlc2a\nh
211212512531425221,藍,hrlc2a\nh
211212512554,菣,hrlc24
2112125125542511134,藖,hrlc24e8
21121251431,荳,h-oh
211212521111132522,薷,h-nl4rnll
21121252111125121,蕾,h-nl4o+
2112125221251112,蕈,h-4b+
211212523211511134,藇,hr2c-8v-l
211212523422,莿,hmnll
21121252343134,蓛,hmnax
211212524134132522,薷,h-nl4rnll
21121252413425121,蕾,h-nl4o+
211212524444132522,薷,h-nl4rnll
21121252444425121,蕾,h-nl4o+
211212533211511134,藇,hr2c-8v-l
2112125351,茜,h-4
21121253511,莤,h-4-
21121253511324111214444,蘸,h-4-a2f-/\\\
21121254,芰,h+4
21121311534124,蓐,hr2w-\
2112131251534,葴,hrx\-o
2112131251543,葴,hrx\-o
2112131531534,葳,hrx\-y
2112131531543,葳,hrx\-y
2112132121,茬,hxOlt
21121321251534,蒧,hrx\fo
21121321251543,蒧,hrx\fo
211213241,苤,hrl\-
211213251,若,hxOo
2112132511325113251,藞,hrororo
211213251251214251214,蠚,hxOoodod
2112132514544,惹,hxOo/v\\
2112132521,荐,hxOlz-
21121331234312342121,藶,hr/m/mf2
211213344,茇,hxO4\
2112134,芖,hq
211213411234,萘,hq2w
211213412,苹,h-+8
2112134121312,莾,hq+h
211213412132,莾,hq+h
211213425115,菴,hqbv
211213425234343434,薾,h-8nlxxxx
2112134315233534,蕨,hrhul9a
21121343434,莢,hqaa
211213441312,莽,hq\h
21121344132,莽,hq\h
2112134425221,葢,hq\nh
211213513125125534,藏,hk-x\rlc2
211213513125125543,藏,hk-x\rlc2
2112135333431121,蕤,h-eat
211213534,茂,hrx\
21121354,苃,hxO4
2112135415132,葬,h-9i7h
21121354211121111,薤,h-9i3ll3-
2112135422,茢,h-9ill
211213543,茂,hrx\
2112135435132,葬,h-9i7h
211213544,茇,hxO4\
2112135453132,葬,h-9i7h
211214312,苹,h-+8
211214521111132522,薷,h-nl4rnll
21121452111125121,蕾,h-nl4o+
211214524134132522,薷,h-nl4rnll
21121452413425121,蕾,h-nl4o+
211214524444132522,薷,h-nl4rnll
21121452444425121,蕾,h-nl4o+
211215112531,萋,h-c+y
2112151225,茝,hcOlol
21121513,芦,h\c/
2112151532511,蒈,h77/b
2112151534,荑,hqcv
21121523,芽,hv-l/
21121523211511134,藇,hr2c-8v-l
211215311345452134,薿,h7aqdvfa
21121531234132511134,蘔,h7/mre8
21121533211511134,藇,hr2c-8v-l
211215341534,菚,h-x\-x\
21121535,芘,h77
2112153532511,蒈,h77/b
211215413452,菡,hu-v88
211215431543,菚,h-x\-x\
211215435,茺,h-da
2112155332511,蒈,h77/b
21122111154122134,蕻,hliii-dh-8
21122111154511112,蕼,hliii-dc-f
211221112111,菲,h3ll3
2112211121111,韮,h3ll3-
2112211121114544,蕜,h3ll3/v\\
211221123454,菽,hf-w4
21122121,芷,hf2
2112212115,茈,hf27
2112212121212121,蕋,hf2f2f2
21122121233132511134,蘋,hf2/l/re8
2112212135,茈,hf27
2112212153,茈,hf27
211221251,苫,hfo
211221253444441,蓾,hfox4
211221434,苡,hv\a
211221515,茈,hf27
211221531513533344454,蘧,h\zfr7-e
21122153151353334454,蘧,h\zfr7-e
211221531513533344554,蘧,h\zfr7-e
21122153152512125221,蘆,hfr7o+nh
2112215315251214544,藘,hfr7o+/v\\
211221535,茈,hf27
211221553,茈,hf27
2112234252343134,蔽,h8nl8ax
2112243252343134,蔽,h8nl8ax
211225111134554234,繤,hn-iii8⿽vdw
2112251112,草,hb+
2112251112211154,蕞,hbr3l4
211225111341111251,謩,hbq4o
21122511134121,墓,hbqt
211225111341211254444,驀,hbqvv-T
211225111342111254444,驀,hbqvv-T
211225111342344,慕,hbq/v\\\
211225111342511,暮,hbqb
21122511134252,幕,hbqnl
211225111343112,摹,hbq/j
211225111344111251,謩,hbq4o
2112251113452,鄚,hbqzl
2112251113453,募,hbqv/
21122511134552,鄚,hbqzl
211225111354,萈,hea\
2112251115154,葭,hlc--c4
2112251122111,葺,hor3l
21122511221111534,蕺,hor3l-x\
21122511221111543,蕺,hor3l-x\
2112251122111534,蕺,hor3l-x\
2112251122111543,蕺,hor3l-x\
21122511232115114512535113453,虋,hr2cn-on-4-8vi
211225112511125431234,蘭,hinTmo8
21122511251132411121,藺,hinTa2f-
211225112512531,蔞,ho-oly
2112251125214,萬,hbnd
21122511252142512134,躉,hbndofa
2112251125214251214,蠆,hbndod
21122511252144454,邁,\zhbnd
2112251125214454,邁,\zhbnd
21122511252144554,邁,\zhbnd
211225112522154,蔓,hbnh4
211225112554,萬,hbnd
2112251125542512134,躉,hbndofa
211225112554251214,蠆,hbndod
2112251125544454,邁,\zhbnd
211225112554454,邁,\zhbnd
2112251125544554,邁,\zhbnd
211225113511,萌,hbg
2112251135345,葛,hb9Ova
2112251211534,葨,ho+-v\/
21122512121354251,蕗,hof29\o
21122512125132341,薗,hoOto/w
21122512125135341,薗,hoOto/w
21122512132511154444,鶓,ho+niv-T
2112251214,茧,hod
2112251214544,葸,ho+/v\\
2112251215354251,蕗,hof29\o
211225121554234,蔂,ho+⿽vdw
2112251225251,萵,hnvno
21122512252514454,薖,h\znvno
2112251225251454,薖,h\znvno
21122512252514554,薖,h\znvno
21122512452511,蓇,hnvng
21122512453511,蓇,hnvng
21122512453541,蓇,hnvng
21122512511134,蒷,hoe8
2112251251115,萼,hoo--v
2112251251251115,蕚,hooo--v
211225125132115114512535113453,虋,hr2cn-on-4-8vi
211225125132411121,雚,hooa2f-
211225125132411121132511134,顴,hooa2f-re8
2112251251324111212511135,觀,hooa2f-ea
21122513251,莒,hoo
2112251341,茵,hoOq
21122513414544,蒽,hoOq/v\\
21122513522,莂,ho9Oll
21122515132115114512535113453,虋,hr2cn-on-4-8vi
21122515134,茣,ho-q
21122515322,莂,ho9Oll
2112252125251,萵,hnvno
21122521252514454,薖,h\znvno
2112252125251454,薖,h\znvno
21122521252514554,薖,h\znvno
21122521452511,蓇,hnvng
21122521453511,蓇,hnvng
21122521453541,蓇,hnvng
21122522112132511,薯,hnh/tb
211225221121325114,薯,hnh/tb
211225221134534,蔑,hnhrx\\
211225221134543,蔑,hnhrx\\
211225221251,萜,hnlfo
2112252212511134,蕒,hnhe8
2112252214512154,甍,hnhn-vv\
21122522145135415,薨,-lfnhn-9i7
21122522145135435,薨,-lfnhn-9i7
21122522145135453,薨,-lfnhn-9i7
211225221451554,甍,hnhn-vv\
2112252214525111,瞢,hnhne
2112252215425111515,藣,hnhdg77
2112252215425113535,藣,hnhdg77
2112252215425115353,藣,hnhdg77
2112252215435111515,藣,hnhdg77
2112252215435113535,藣,hnhdg77
2112252215435115353,藣,hnhdg77
2112252215435411515,藣,hnhdg77
2112252215435413535,藣,hnhdg77
2112252215435415353,藣,hnhdg77
21122522155423432411121,蘿,hnhvd3Ta2f-
21122522155444432411121,蘿,hnhvd3Ta2f-
211225251,苘,hno
2112252511,茴,hoOo
211225252,茁,hulu
211225312341,菌,hoO/m
21122534,芮,hna
21122534125221,蒕,hoOanh
211225431415,菵,hnhiiv
211225525251,萵,hnvno
2112255252514454,薖,h\znvno
211225525251454,薖,h\znvno
2112255252514554,薖,h\znvno
2112255452511,蓇,hnvng
2112255453511,蓇,hnvng
2112255453541,蓇,hnvng
211231112111,菲,h3ll3
2112311121114544,蕜,h3ll3/v\\
211231121,苼,hat
211231123412212511,藉,h2mh-b
2112311234251125214,藕,h2mbnd
211231123425112554,藕,h2mbnd
2112311253134,葜,hiiilviq
21123113432411121,薙,haqa2f-
2112312,芊,h/+
211231211,苲,halii
2112312121211,菙,h/+--h
211231212211,菙,h/+--h
21123121534,莪,h/fx\
2112312154,莛,hz\/t
21123121543,莪,h/fx\
21123121554,莛,hz\/t
2112312211211,菙,h/+--h
21123123412134354,薐,h/mt89\
21123123412135354,薐,h/mt89\
21123123422,莉,h/mll
21123123432511312,薭,h/m/b/+
21123123435,莠,h/mv/
21123123435251214444,蘓,h𮃣
211231234353,菞,h/mv/
2112312343533424134,藜,h/mv/al3
2112312344334,萩,h/mq
2112312344351523,蕛,h/m8cvl/
21123123453,莠,h/mv/
211231234531,萎,h/my
2112312511121,董,h/+o+t
21123155414,莓,havv3
211231554143134554234,蘩,havv3ax⿽vdw
21123155441,莓,havv3
211231554413134554234,蘩,havv3ax⿽vdw
2112321113554,葮,hliiii9x
2112321121,荏,ha/+-
21123211212511,蒨,haj-g
21123211212521,蒨,haj-g
21123211213511,蒨,haj-g
21123211511254,蓃,halalh-oiiaa2f-oll3
2112321151134,萸,hr-ca
2112321152,茚,h/l--vl
21123212154,莚,hz\/fv
211232121554,莚,hz\/fv
211232124,苻,ha-\
21123212512,荷,ha-lo
2112321344,茯,haq\
21123215,花,hav/
2112321511254,蓃,halalh-oiiaa2f-oll3
211232151134,萸,hr-ca
2112321534,茷,ha-x\
2112321543,茷,ha-x\
2112321554,莚,hz\/fv
21123215554,莚,hz\/fv
21123223134,莜,halax
211232231342511,蓨,halaxg
21123223134333,蓚,hal9\///
211232231343511,蓨,halaxg
211232231343541,蓨,halaxg
21123223542511,蓨,halaxg
2112322354333,蓚,hal9\///
21123223543511,蓨,halaxg
21123223543541,蓨,halaxg
2112322511234,葆,haom
2112322511234413534,藵,h𧛱
2112322512,茽,haol
2112323121,荏,ha/+-
211232411121321511,舊,hTa2f-r-c
2112324111214444,蕉,ha2f-/\\\
2112324111215422,劐,ha2f-4ll
21123241431,莅,haiih
21123241431251,蓓,haiiho
211232511154444,蔦,hniv-T
2112325112534,葲,h/bl3
211232511312,萆,h/b/+
2112325113251132511,藠,h/b/b/b
211232511351,菂,h/b9O\
211232511354,菂,h/b9O\
211232511355135,蔸,h兜
2112325113554,蒐,h/o+ad
21123251141353134,薂,h/b2pax
21123251141533134,薂,h/b2pax
2112325114554,葠,hac-n4
2112325115215,葩,h/bvcl
2112325115545541234,藥,h⿽vd/b⿽vdm
21123251213554,蒐,h/o+ad
2112325131134,葔,hav-aq
21123251514143112,薛,h/lcciih+
211232515141431121234,蘖,h/lcciih+m
21123251514143112431234,糵,h/lcciih+8m
21123251514143112521,孽,h/lcciih+z-
211232533414544,蔥,h/oO/v\/v\\
21123253411515,蓖,h/oOx77
21123253411535,蓖,h/oOx77
21123253411553,蓖,h/oOx77
21123253413535,蓖,h/oOx77
21123253415353,蓖,h/oOx77
211232535414544,蔥,h/oO/v\/v\\
2112325434354,葰,had89\
2112325435354,葰,had89\
21123312,芹,hrr
211233124454,菦,h\zrr
21123312454,菦,h\zrr
211233124554,菦,h\zrr
21123315112234,蒹,hhch8
2112332112,荇,h/a--l
21123321212134,蓗,h/atfa
211233221212134,蓰,h/af2fa
2112332252111213134,藢,h/alu-/tax
2112332252131213134,藢,h/alu-/tax
21123322521353134,薇,h/a𡵂ax
211233231121215211234,蘌,h/aa+-vvl2w
21123323112155211234,蘌,h/aa+-vvl2w
2112332312511354,蕧,h/aab9\
211233234342134,蓯,h/aaafa
21123323525121134112,蘅,h/a--l9o+q
2112332511112,葎,h/ac-f
2112333132511134,蕦,h///re8
2112333253134,葜,hiiilviq
211233441234,菜,h/\\/m
21123344321511,蓞,h/\\/r-c
2112334435554444,蔿,h/\\//vvv/\\\
21123344521,莩,h/\\/z-
21123344531,荽,h/\\/y
21123351,芦,h\c/
21123351153554,蒑,hr⿼c-v9x
211233544,苽,hrd\
21123354433544,蓏,hrd\rd\
2112341121,荃,haj-
21123411234,荼,ha-m
211234112431,菳,hajh
2112341234,茶,ham
21123412343554,蔱,hxm9x
211234123443554,蔱,hxm9x
21123412353554,蔱,hxm9x
211234123543554,蔱,hxm9x
2112341251,荅,ha-o
21123415113251,蒼,haic/-o
211234152,苓,haid
211234154,苓,haid
211234154544,菍,haiv/v\\
21123422,苅,hxll
211234234,苶,haw
211234252343134,蔽,h8nl8ax
2112343123425121,蕃,h/8mo+
21123432,芥,ha/l
21123432511154444,鴱,hxniv-T
211234431234,菜,h/\\/m
21123443321511,蓞,h/\\/r-c
2112344335554444,蔿,h/\\//vvv/\\\
2112344345354152,蕣,h/\\/n9i+v
21123443454544354,薆,h/\\/n/v\\9\
21123443521,莩,h/\\/z-
21123443531,荽,h/\\/y
211234435333251135,藐,h/2/q\/ba
21123445,芩,haiv
21123445113251,蒼,haic/-o
211234454,苓,haid
211234454544,菍,haiv/v\\
2112345425111,督,f-w4e
21123454533533,蓊,h8dcc
21123454541541,蓊,h8dcc
211235112554,菔,hgvl4
2112351134113424134,藤,hg𣳾
2112351134113453,蕂,hg8iiav/
21123511351122,蒯,hggll
2112351135251,葋,hg9Oo
2112351143113424134,藤,hg𣳾
2112351143113453,蕂,hg8iiav/
211235115254,菔,hgvl4
2112351251124,葡,h9O+\g
2112351251214,葻,h/v/od
211235125125121,蔔,h9O-oo+
21123513341111251,薝,h9r84o
21123513344111251,薝,h9r84o
21123513351111251,薝,h9r84o
21123513354111251,薝,h9r84o
21123515,芪,hrx
211235152,茚,h/l--vl
2112352511,荀,h9Ob
21123525121444431234,蘇,h9u-T/m
2112352513134,敬,h9Ooax
21123525131341111251,警,h9Ooax4o
21123525131341211254444,驚,h9Ooaxvv-T
21123525131341234,檠,h9Ooaxm
21123525131342111254444,驚,h9Ooaxvv-T
2112352513134251214,蟼,h9Ooaxod
21123525131343112,擎,h9Ooax/j
21123525131344111251,警,h9Ooax4o
211235251354,菟,h9oa\
21123525153,莻,hv/ov/
2112352534251113134,藑,h/vnaeax
211235253425111354,藑,h/vnaeax
211235311252,萄,h9Oa+u
211235311345452134,薿,h7aqdvfa
21123531234132511134,蘔,h7/mre8
211235321511,萏,h9r-c
2112353251214,葻,h/v/od
21123533,芴,h9O//
211235334,茐,h9O//\
2112353344544,葱,h9O//\/v\\
21123534,芡,h9a
21123534334,荻,hq\q
21123535,芘,h77
21123535112533112,薢,h9ntvia+
21123535121533112,薢,h9ntvia+
211235352,茆,h/v/vl
2112353523411243122,藰,h𨥫ll
2112353532511,蒈,h77/b
211235411124454,蓬,h\z9\iiil
21123541112454,蓬,h\z9\iiil
211235411124554,蓬,h\z9\iiil
2112354135251,葋,hg9Oo
2112354152,荈,h9i+v
211235415411234,蔡,h9i\\v2w
211235431234,菊,h9O8m
2112354341511534,蕵,h9iaicw
2112354344511534,蕵,h9iaicw
211235442554,菔,hgvl4
2112354434113424134,藤,hg𣳾
2112354434113453,蕂,hg8iiav/
21123544354422,蒯,hggll
2112354443113424134,藤,hg𣳾
2112354443113453,蕂,hg8iiav/
211235445254,菔,hgvl4
211235445411234,蔡,h9i\\v2w
2112354533411243122,藰,h𨥫ll
211235455,苑,h9ivv
2112354554544,葾,h9ivv/v\\
211235515,苞,h9Ovc
21123552335523,蒭,h9Oul9Oul
21124,卡,f-f
2112411125112132511,藷,h4oT/tb
21124111251121325114,藷,h4oT/tb
211241112513554,蔎,h4oT9x
21124124,苄,hiif
21124125113534,蓑,hii/wo-
211241251251112213534,蘘,hiioo-h-/w
21124125125251,蒿,hiiono
211241251252511234,藁,hiionom
2112412512525131234,藳,hiiono/m
2112412514512,葶,hiion-l
211241251452511234,藁,hiionom
2112412514525131234,藳,hiiono/m
21124131221252,蓆,h\rh-nl
211241312214444,蔗,h\rh-/\\\
211241312341234,蔴,h\rmm
21124131234123413251,蘑,h\rmmro
21124131234123421112111,蘼,h\rmm3ll3
21124131234123431112111,蘼,h\rmm3ll3
2112413123412343112,藦,h\rmm/j
211241312351235,蔴,h\rmm
21124131235123513251,蘑,h\rmmro
21124131235123521112111,蘼,h\rmm3ll3
21124131235123531112111,蘼,h\rmm3ll3
2112413123512353112,藦,h\rmm/j
21124133434121,蓙,h\rtaa
211241335151,菧,h\rrx\
211241335154,菧,h\rrx\
21124134131134,蒺,h\r2aq
2112413434,茭,hii8x
211241343412,萃,hiiaa+
211241352211254444,薦,h\rcllv-/\\\
211241352211515431234,蘪,h\r4778m
2112413522115154444,藨,h\r477/\\\
211241352211535431234,蘪,h\r4778m
2112413522115354444,藨,h\r477/\\\
21124135221154444,薦,h\rcllv-/\\\
211241352211553431234,蘪,h\r4778m
2112413522115534444,藨,h\r477/\\\
211241352213535431234,蘪,h\r4778m
2112413522135354444,藨,h\r477/\\\
211241352215353431234,蘪,h\r4778m
2112413522153534444,藨,h\r477/\\\
211241353131134,蔟,h2paaq
211241353144,菸,h2paii
211241353152134,蔙,h2pavfa
2112413531525,葹,h2pavvl
21124135342511134,薋,hii9ae8
211241353444,菸,h2paii
211241431,苙,hiih
21124143112,莘,hiih+
21124143112343312,薪,hiihmrr
211241431251,菩,hiiho
211241431251112,蔁,hiihb+
21124143125114544,薏,hiihb/v\\
21124143125152,蔀,hiihozl
211241431251552,蔀,hiihozl
21124143135251,蒟,hiih9Oo
2112414313533343554,藙,hiihe9x
211241431531,菨,hiihy
21124143253354211121111,虀,hiivi8l/v\3ll3-
2112414345252,蒂,hii8nnl
21124143454135,蒡,hii8n2p
21124143454153,蒡,hii8n2p
2112415,芒,hiiv
21124153,芳,h2p
2112415325,荒,hiiv-
211241533131134,蔟,h2paaq
211241533144,菸,h2paii
211241533152134,蔙,h2pavfa
2112415331525,葹,h2pavvl
2112415334,荄,hiiv/a
211241533444,菸,h2paii
2112415435,茺,h-da
21124155332411121,蕹,hiivv/a2f-
21124155425121,蓄,hii⿽vdo+
21124311214444,蓔,hht/\\\
21124312344454,蒾,h\z8m
2112431234454,蒾,h\z8m
21124312344554,蒾,h\z8m
21124315112234,蒹,hhch8
21124315233511,蒴,hhulg
211243252343134,蔽,h8nl8ax
21124334132511134,薠,hqre8
211243342511112,蔊,hqb-+
21124334334411354,蕿,hq/\\/-xO4
21124334344311354,蕿,hq/\\/-xO4
211243344334454334,藀,hqqnq
211244112511,菃,hiii--c
2112441125111234,蕖,hiii--cm
21124411251124,蒲,hiii+\g
21124411251124124,薄,hiii+\g-\
211244112512,菏,hiii-lo
2112441125221251112,藫,hiii-4b+
211244113412,萍,hiii-+8
211244114312,萍,hiii-+8
21124411515,菃,hiii--c
211244115151234,蕖,hiii--cm
21124412343,莎,hiiil8 or /l\/
211244125111,菹,hiiig-
2112441251125214,蕅,hiiibnd
2112441251125221,蕰,hiiibnh
211244125112554,蕅,hiiibnd
21124412512512511234,藻,hiiiooom
21124412534125221,薀,hiiioOanh
211244131133112,蓱,hiii8-h
21124413241431,蒞,hiiiaiih
2112441343123425121,藩,hiii/8mo+
211244134341211121111534,虃,hiii⿽-x\aa3ll3-
211244134341211121111543,虃,hiii⿽-x\aa3ll3-
